Date,Time of Day,Category,Platform,Service Type,Customer Type,Ad Spend,Conversions,Daily Revenue
2025-01-29,Morning,Service,Google,Haircut,New,54.56,0,240.13
2024-12-04,Afternoon,Service,In-store,Bread,New,48.5,5,240.6
2024-08-25,Night,Subscription,Email,Dress,New,71,5,258.84
2024-06-08,Evening,Service,Google,Plumbing,Returning,3.71,1,430.39
2025-01-23,Morning,Product,In-store,Haircut,New,98.8,2,214.15
2024-12-15,Night,Service,Google,Coffee,Returning,41.52,1,486.21
2024-06-28,Night,Product,Instagram,Coffee,New,81.54,2,147.35
2025-04-21,Evening,Product,Google,Coffee,New,58.24,1,44.13
2025-04-03,Night,Product,Instagram,Coffee,New,33.95,4,51.09
2024-10-30,Evening,Subscription,Email,Dress,Returning,33.19,3,306.15
2024-10-10,Evening,Product,Instagram,Coffee,New,35.19,4,187.01
2024-09-22,Afternoon,Service,In-store,Coffee,New,77.89,1,257
2024-08-01,Night,Product,In-store,Bread,Returning,86.66,5,283.57
2024-05-25,Night,Product,Instagram,Dress,Returning,11.31,1,32.95
2024-05-11,Morning,Subscription,Instagram,Bread,New,84.46,0,493.26
2024-11-18,Afternoon,Service,Email,Bread,Returning,51.25,0,285.45
2024-08-17,Night,Service,Instagram,Coffee,New,40.42,4,150.14
2025-04-22,Afternoon,Product,Instagram,Plumbing,Returning,42.33,3,150.53
2024-12-25,Night,Service,In-store,Bread,Returning,16.21,4,56.54
2024-08-07,Morning,Service,Email,Dress,Returning,58.19,3,216.38
2024-06-13,Afternoon,Product,Instagram,Plumbing,Returning,11.73,2,278.67
2025-01-11,Night,Service,Instagram,Plumbing,Returning,8.38,3,233.88
2024-12-29,Evening,Product,Instagram,Plumbing,Returning,76.35,4,499.46
2024-12-24,Evening,Subscription,Instagram,Coffee,New,74.35,3,104.15
2024-10-05,Afternoon,Service,Email,Bread,New,76.82,1,243.05
2024-05-23,Evening,Service,Google,Bread,New,50.37,5,86.59
2024-11-05,Evening,Service,In-store,Haircut,Returning,80.03,5,405.84
2024-07-07,Night,Subscription,Email,Haircut,New,15.77,2,70.7
2024-08-15,Morning,Service,Email,Dress,New,76,4,95.07
2024-07-02,Night,Service,In-store,Bread,New,78.13,2,120.93
2024-09-19,Night,Subscription,In-store,Dress,New,2.08,2,255.38
2024-06-09,Evening,Product,Email,Coffee,New,15.43,5,82.32
2025-01-04,Evening,Service,In-store,Haircut,New,77.24,4,488.08
2025-01-11,Evening,Product,Google,Coffee,Returning,83.46,4,421.55
2025-02-15,Evening,Service,Email,Dress,New,65.9,0,226.92
2024-11-09,Afternoon,Product,Email,Haircut,Returning,39.75,2,91.32
2024-07-10,Afternoon,Product,Instagram,Bread,New,25.61,4,91.4
2025-04-13,Afternoon,Product,Email,Dress,Returning,35.81,3,444.41
2025-01-03,Night,Product,Email,Dress,Returning,59.84,3,455.78
2024-07-14,Evening,Product,Email,Bread,Returning,88.84,2,117.93
2025-01-12,Night,Product,In-store,Bread,New,80.24,4,201.04
2024-08-05,Evening,Product,Google,Plumbing,Returning,60.86,2,121.81
2024-09-04,Evening,Subscription,Instagram,Coffee,New,86.11,1,441.05
2025-01-26,Night,Subscription,Email,Dress,Returning,64.21,2,233.98
2025-02-12,Morning,Product,Google,Dress,New,52.7,4,209.65
2024-11-03,Afternoon,Subscription,Google,Coffee,New,6.32,4,297.53
2025-02-10,Night,Service,Google,Plumbing,New,28.62,1,289.08
2025-03-18,Night,Product,In-store,Coffee,New,81.27,0,332.7
2024-06-05,Night,Subscription,In-store,Plumbing,Returning,26.24,4,438.59
2025-01-28,Afternoon,Product,Email,Coffee,New,23.31,1,256.15
2024-06-05,Evening,Subscription,Instagram,Plumbing,Returning,29.37,2,213.83
2024-05-11,Afternoon,Service,Google,Coffee,Returning,68.17,3,278.98
2025-04-20,Afternoon,Service,Email,Bread,New,90.06,0,78.11
2024-11-22,Night,Service,Email,Dress,New,27.92,3,379.58
2024-05-06,Evening,Subscription,Google,Plumbing,Returning,18.27,2,121.65
2025-01-28,Afternoon,Subscription,Email,Coffee,Returning,11.62,1,484.12
2025-02-15,Morning,Service,In-store,Dress,New,33.65,2,361.22
2024-09-17,Night,Subscription,Email,Coffee,Returning,88.78,1,179.52
2024-12-08,Evening,Product,In-store,Dress,Returning,67.42,1,349.33
2025-03-15,Evening,Service,In-store,Bread,Returning,49.87,4,453.11
2025-02-03,Evening,Service,In-store,Dress,New,86.03,0,425.3
2024-05-31,Afternoon,Product,Google,Coffee,Returning,69.33,4,95.64
2024-08-06,Afternoon,Subscription,Google,Dress,Returning,69.71,4,152.66
2024-05-18,Afternoon,Product,Email,Dress,Returning,24.62,2,50.72
2025-02-05,Afternoon,Product,In-store,Coffee,New,40.91,0,452.9
2024-10-15,Evening,Service,Google,Coffee,New,2.47,1,428.26
2024-12-23,Morning,Subscription,Email,Coffee,Returning,83.43,4,478.83
2024-12-07,Morning,Product,In-store,Haircut,Returning,94.42,0,203.4
2024-11-14,Afternoon,Service,In-store,Haircut,New,29.64,1,174.96
2024-11-06,Afternoon,Service,Email,Dress,New,55.83,2,277.64
2025-03-28,Evening,Service,In-store,Bread,Returning,46.9,0,436.74
2024-05-11,Night,Product,Instagram,Dress,New,38.85,1,498.68
2024-06-06,Afternoon,Product,Email,Coffee,Returning,75.11,1,498.48
2024-10-22,Night,Subscription,In-store,Bread,Returning,70.04,5,152.81
2024-07-07,Afternoon,Product,Instagram,Bread,Returning,72.48,3,135.26
2024-09-01,Evening,Subscription,Google,Plumbing,Returning,85.95,5,107.94
2025-01-19,Morning,Subscription,Google,Bread,New,18.67,1,498.61
2024-12-05,Afternoon,Product,Instagram,Plumbing,New,77.57,2,261.12
2024-07-01,Afternoon,Service,In-store,Bread,Returning,86.51,2,240.32
2024-10-15,Night,Service,Email,Coffee,New,47.46,3,451.86
2024-07-02,Morning,Product,In-store,Plumbing,Returning,8.58,5,36.45
2024-09-06,Afternoon,Service,In-store,Bread,New,18.14,3,354.93
2024-11-26,Evening,Product,Email,Dress,New,98.16,5,348.82
2024-06-07,Evening,Subscription,Email,Dress,New,47.83,5,105.27
2025-03-03,Afternoon,Product,Email,Plumbing,Returning,16.05,1,298.15
2024-05-23,Afternoon,Service,Google,Plumbing,Returning,28.48,1,318.68
2025-02-13,Night,Service,Email,Haircut,New,39.53,1,436.42
2024-05-11,Afternoon,Subscription,Google,Dress,Returning,15.68,3,385.83
2024-06-03,Afternoon,Product,Instagram,Haircut,New,91.26,1,486.38
2024-06-13,Morning,Product,In-store,Dress,New,53.19,2,62.9
2024-06-30,Evening,Service,Google,Coffee,New,21.03,3,119.07
2024-11-06,Morning,Service,In-store,Bread,New,22.93,2,468.26
2024-07-12,Morning,Service,Google,Coffee,New,31.23,5,263.18
2025-02-16,Evening,Subscription,Email,Dress,New,77.05,0,380.58
2024-11-12,Morning,Product,Email,Coffee,Returning,51.65,5,63.03
2024-12-09,Evening,Subscription,Google,Coffee,Returning,61.47,4,245.65
2024-09-06,Afternoon,Service,In-store,Plumbing,New,6.33,3,25.64
2024-07-26,Night,Subscription,In-store,Coffee,Returning,48.32,2,464.07
2024-06-13,Night,Product,Google,Dress,Returning,3.57,0,184.5
2024-11-02,Evening,Service,In-store,Dress,New,42.22,0,30.37
2024-11-13,Night,Subscription,Google,Plumbing,Returning,89.75,0,352.45
2024-09-15,Night,Product,In-store,Bread,Returning,47.39,2,394.03
2024-09-07,Evening,Product,Email,Haircut,New,5.44,0,246.45
2024-06-29,Afternoon,Service,Google,Dress,New,88.41,5,249.75
2024-09-23,Morning,Subscription,Google,Bread,New,19.68,1,43.38
2025-02-22,Morning,Subscription,Email,Coffee,Returning,17.21,5,322.44
2024-05-13,Morning,Subscription,In-store,Bread,New,16.41,0,379.5
2024-08-31,Night,Subscription,Email,Bread,New,58.01,2,46.09
2024-10-22,Night,Product,In-store,Dress,New,97.12,5,215.14
2025-03-04,Afternoon,Service,In-store,Dress,New,13.66,3,208.88
2024-08-21,Afternoon,Subscription,Email,Dress,Returning,9.05,0,177.51
2024-11-03,Evening,Subscription,Google,Coffee,New,39.93,4,273.62
2024-06-23,Night,Product,Email,Bread,Returning,60.47,0,185.93
2025-04-02,Morning,Product,Instagram,Bread,Returning,20.45,4,215.99
2024-06-29,Morning,Product,Instagram,Bread,Returning,68.2,3,57.87
2025-02-07,Evening,Subscription,In-store,Plumbing,Returning,49.71,3,143.57
2025-02-12,Morning,Product,Instagram,Bread,Returning,81.03,0,126.21
2025-03-24,Afternoon,Subscription,Instagram,Haircut,Returning,25.47,5,247.02
2025-02-18,Evening,Product,In-store,Plumbing,Returning,21.99,5,150.89
2024-06-02,Morning,Product,Google,Coffee,Returning,82.5,3,230.32
2024-05-09,Evening,Subscription,Email,Plumbing,Returning,84.48,4,390.7
2024-11-26,Afternoon,Subscription,In-store,Coffee,New,53.76,3,392.56
2024-08-05,Evening,Product,In-store,Haircut,New,94.85,4,405.05
2025-04-25,Afternoon,Service,Instagram,Bread,Returning,55.31,5,46.98
2025-03-20,Afternoon,Product,Email,Plumbing,New,83.57,0,220.18
2024-07-31,Morning,Product,Google,Plumbing,New,92.8,4,454.73
2024-12-22,Afternoon,Service,Email,Haircut,Returning,12.71,4,195.23
2024-07-15,Morning,Product,In-store,Dress,New,62.74,2,414.44
2025-02-28,Night,Product,Email,Dress,New,90.52,5,87.38
2025-02-05,Evening,Product,In-store,Bread,New,64.13,2,160.8
2024-09-10,Evening,Service,Instagram,Coffee,Returning,75.94,2,32.44
2025-03-28,Morning,Subscription,In-store,Bread,New,51.94,5,42.37
2024-12-23,Morning,Product,Instagram,Coffee,New,12.64,0,335.26
2024-12-13,Afternoon,Subscription,Email,Coffee,Returning,38.29,1,282.53
2024-09-21,Morning,Product,Google,Dress,Returning,26.52,2,230.06
2025-03-23,Afternoon,Service,Instagram,Plumbing,New,2.17,1,67.49
2025-04-25,Morning,Service,Instagram,Plumbing,Returning,27.5,1,449.09
2025-02-20,Evening,Subscription,Instagram,Plumbing,Returning,61.62,1,300.65
2025-01-16,Morning,Subscription,In-store,Bread,New,53.39,1,284.53
2024-05-09,Morning,Subscription,Instagram,Plumbing,Returning,87.58,0,114.13
2024-09-22,Morning,Product,Google,Bread,New,19.27,5,84.29
2024-06-29,Morning,Service,Instagram,Coffee,New,28.93,0,479.21
2024-09-05,Morning,Service,Instagram,Coffee,Returning,55.35,4,80.47
2024-08-05,Evening,Product,Instagram,Bread,Returning,64.21,1,157.81
2024-11-16,Afternoon,Service,Instagram,Dress,Returning,19.32,1,67.93
2025-03-21,Evening,Service,Google,Bread,Returning,29.39,2,122.23
2025-03-22,Morning,Service,In-store,Bread,New,97.74,4,107.21
2024-08-04,Evening,Service,Instagram,Coffee,Returning,43.45,3,47.88
2024-09-19,Night,Product,Instagram,Dress,New,28.85,0,363.29
2025-04-10,Morning,Service,Email,Coffee,New,66.64,3,355.94
2025-01-25,Morning,Service,Google,Haircut,New,26.68,0,36.17
2024-11-01,Morning,Product,Email,Haircut,Returning,81.12,3,341.73
2024-09-30,Morning,Service,Email,Dress,New,90.34,4,472.28
2025-01-14,Evening,Service,In-store,Dress,New,10.09,2,210.04
2024-12-15,Night,Subscription,Instagram,Bread,New,39.11,3,81.13
2025-02-26,Night,Subscription,In-store,Bread,Returning,1.82,5,462.42
2024-08-13,Night,Product,Instagram,Plumbing,New,65.7,3,414.33
2024-08-06,Morning,Product,In-store,Coffee,New,67.67,3,67.99
2024-06-10,Evening,Service,Google,Dress,New,53.97,0,107.76
2024-12-08,Afternoon,Product,In-store,Haircut,New,61.05,4,479.14
2025-01-19,Afternoon,Subscription,Instagram,Plumbing,New,47.76,3,275.74
2024-08-14,Evening,Subscription,Email,Haircut,New,44.53,2,43.03
2024-07-08,Afternoon,Service,Google,Plumbing,New,54.78,5,208.79
2024-07-20,Evening,Subscription,Email,Plumbing,New,39.99,5,404.47
2024-07-16,Night,Subscription,Google,Dress,New,39.68,4,115.47
2024-09-26,Night,Service,In-store,Dress,New,50.58,5,98.87
2024-10-24,Night,Subscription,Google,Plumbing,Returning,37.64,1,329.64
2024-11-10,Afternoon,Service,In-store,Bread,New,91.6,5,81.1
2024-08-18,Night,Service,Instagram,Dress,New,35.48,5,295.86
2024-07-27,Evening,Subscription,Instagram,Plumbing,Returning,16.75,4,144.59
2024-05-25,Morning,Subscription,Email,Plumbing,New,31.23,3,283.42
2024-06-02,Morning,Service,Google,Coffee,New,68.01,1,67.57
2025-04-20,Evening,Service,In-store,Haircut,New,43.88,3,41.73
2025-04-30,Evening,Subscription,In-store,Dress,New,65.86,2,277.92
2024-06-10,Morning,Subscription,Instagram,Bread,Returning,12.07,1,75.21
2024-12-27,Morning,Product,Google,Bread,New,38.6,0,164.67
2025-04-07,Afternoon,Service,Google,Plumbing,New,94.81,5,264.85
2024-11-05,Night,Service,Email,Dress,Returning,77.98,4,306.93
2024-06-01,Morning,Subscription,In-store,Dress,Returning,58.28,0,490.79
2025-04-26,Night,Product,Email,Bread,Returning,71.31,3,163.01
2024-06-04,Evening,Product,In-store,Plumbing,Returning,63.8,1,302.39
2024-07-12,Morning,Product,In-store,Plumbing,New,40.49,2,318.41
2024-05-15,Morning,Product,In-store,Dress,New,96.12,2,318.84
2024-07-16,Morning,Subscription,Instagram,Haircut,New,34.08,0,35.82
2025-03-24,Night,Product,In-store,Bread,Returning,46.66,1,184.55
2024-07-30,Morning,Service,Email,Dress,Returning,16.94,2,297.75
2024-08-11,Evening,Subscription,Email,Haircut,Returning,36.73,5,136.75
2025-02-06,Morning,Service,Instagram,Plumbing,New,55.9,3,480.63
2024-11-02,Evening,Service,Google,Haircut,New,31.36,2,391.17
2025-03-21,Morning,Service,Google,Bread,Returning,95.13,2,178.22
2025-02-27,Morning,Subscription,In-store,Coffee,New,97.21,1,36.09
2025-02-15,Night,Service,In-store,Coffee,Returning,35.36,0,177.42
2024-12-25,Night,Product,Email,Plumbing,New,9.87,1,278.74
2024-06-07,Morning,Product,Instagram,Plumbing,Returning,52.58,3,274.56
2025-01-29,Afternoon,Product,Google,Dress,New,96.05,2,249.08
2024-09-15,Morning,Subscription,Instagram,Coffee,New,42.53,2,146.08
2025-03-15,Night,Service,In-store,Haircut,Returning,67.3,0,161.99
2024-06-23,Afternoon,Product,Instagram,Haircut,New,93.7,3,433.84
2025-01-17,Night,Service,Google,Haircut,New,57.84,4,440.13
2024-11-28,Night,Subscription,Email,Plumbing,Returning,2.36,5,99.29
2024-08-15,Afternoon,Service,Instagram,Bread,Returning,42.26,5,114.16
2025-01-01,Evening,Service,Email,Coffee,Returning,56.13,5,83.9
2024-11-27,Night,Product,In-store,Dress,Returning,98.35,3,444.59
2024-07-16,Morning,Product,Google,Bread,Returning,98.91,5,197.25
2024-05-04,Evening,Subscription,Instagram,Haircut,New,95.32,2,103.08
2024-05-20,Evening,Service,In-store,Coffee,New,73.55,0,401.44
2024-10-29,Night,Product,Google,Plumbing,Returning,16.44,2,22.22
2024-06-10,Evening,Product,In-store,Haircut,Returning,84.86,2,370.43
2025-01-05,Morning,Service,In-store,Bread,New,57.3,5,362.59
2024-12-14,Evening,Service,Google,Coffee,Returning,98.07,5,211.58
2025-03-18,Night,Subscription,In-store,Dress,New,81.35,2,328.92
2024-11-30,Morning,Subscription,Instagram,Plumbing,New,38.04,4,42.6
2024-12-31,Evening,Service,In-store,Coffee,New,32.86,0,317.27
2025-01-26,Evening,Product,Instagram,Bread,New,3.79,4,488.36
2025-03-06,Night,Subscription,Email,Haircut,Returning,94.46,0,377.27
2024-08-02,Night,Subscription,In-store,Dress,New,13.85,1,151.49
2024-10-26,Afternoon,Subscription,In-store,Dress,New,11.2,0,441.55
2025-02-27,Afternoon,Service,Email,Haircut,Returning,61.71,2,182.25
2025-04-29,Afternoon,Subscription,In-store,Bread,Returning,21.23,3,318.51
2024-11-18,Evening,Subscription,In-store,Dress,New,26.23,2,183.47
2024-08-14,Afternoon,Product,Instagram,Coffee,Returning,0.2,5,319.44
2024-10-26,Afternoon,Service,Instagram,Plumbing,New,99.45,5,256.67
2024-06-08,Evening,Subscription,Google,Bread,Returning,25.75,4,393.54
2025-02-21,Morning,Product,Google,Bread,New,45.4,4,285.45
2025-04-21,Morning,Product,In-store,Dress,Returning,8.38,2,329.89
2024-09-08,Afternoon,Service,In-store,Coffee,Returning,50.39,1,219.1
2024-08-04,Afternoon,Service,Google,Coffee,Returning,12.58,0,136.43
2025-02-27,Evening,Service,In-store,Plumbing,New,83.73,5,345.79
2024-09-29,Afternoon,Product,Google,Haircut,Returning,39.17,3,100.18
2025-03-21,Night,Product,Instagram,Bread,New,62.72,1,364.6
2024-10-28,Morning,Subscription,Google,Plumbing,New,80.48,4,449.82
2025-03-16,Night,Subscription,Google,Bread,Returning,13.9,2,175.97
2025-01-28,Evening,Product,Instagram,Coffee,Returning,21.71,1,24.66
2025-01-01,Evening,Product,In-store,Dress,New,63.5,2,353.61
2024-12-02,Morning,Product,Google,Bread,New,69.26,5,107.02
2025-03-18,Night,Service,Email,Dress,Returning,6.38,4,423.3
2024-05-18,Morning,Service,Email,Haircut,Returning,28.88,0,67.5
2024-06-14,Night,Product,Instagram,Haircut,Returning,38.4,0,140.4
2025-02-28,Night,Subscription,In-store,Haircut,Returning,81.52,1,242.01
2024-07-29,Evening,Service,Email,Plumbing,Returning,81.57,0,427.12
2025-01-27,Evening,Subscription,Instagram,Dress,New,68.81,2,46.19
2024-09-18,Night,Subscription,Google,Coffee,New,48.5,2,153.82
2024-09-12,Night,Product,In-store,Coffee,New,45.88,5,203.26
2025-02-13,Night,Service,In-store,Bread,New,54.67,5,225.61
2025-03-21,Afternoon,Service,In-store,Dress,New,7.13,5,301.29
2024-05-14,Night,Subscription,Google,Bread,New,21.59,2,468.61
2025-01-24,Evening,Product,Google,Dress,New,22.24,0,100.44
2024-08-31,Night,Product,Email,Haircut,New,53.57,4,74.89
2024-12-31,Night,Subscription,Email,Plumbing,Returning,31.13,3,484.3
2024-05-15,Morning,Product,Email,Bread,Returning,61.26,2,235.07
2025-03-21,Morning,Service,In-store,Dress,Returning,47.12,3,48.09
2024-05-20,Evening,Service,Google,Plumbing,Returning,19.92,2,368.33
2024-05-17,Evening,Subscription,In-store,Coffee,New,90.09,1,466.01
2025-01-21,Afternoon,Service,Google,Haircut,New,89.38,5,445.48
2024-09-13,Evening,Subscription,Email,Haircut,New,7.48,3,243.72
2025-03-07,Afternoon,Subscription,Google,Dress,Returning,62.71,2,212.86
2024-09-16,Evening,Product,Instagram,Haircut,Returning,8.71,3,450.66
2025-04-22,Morning,Service,In-store,Haircut,Returning,61.4,0,325.64
2024-09-26,Night,Product,Instagram,Dress,New,75.48,1,243.26
2024-11-23,Morning,Service,Instagram,Dress,Returning,62.99,5,327.43
2024-09-24,Afternoon,Subscription,Email,Coffee,Returning,15.54,5,312.74
2024-12-20,Afternoon,Product,Instagram,Dress,Returning,76.79,2,483.43
2025-04-23,Afternoon,Subscription,Email,Haircut,New,26.84,1,158.73
2024-10-08,Morning,Subscription,Google,Bread,New,57.38,3,248.54
2024-07-25,Afternoon,Service,Google,Coffee,New,56.5,4,353.99
2025-01-23,Night,Service,In-store,Plumbing,Returning,25.19,2,169.24
2024-08-12,Evening,Service,Instagram,Bread,Returning,59.74,5,348.26
2024-12-09,Evening,Service,Google,Haircut,Returning,2.52,5,260.37
2025-02-04,Night,Service,Email,Coffee,Returning,36.91,3,161.61
2025-04-07,Night,Product,Google,Plumbing,Returning,17.89,3,325.28
2024-05-31,Evening,Service,Email,Coffee,New,58.02,0,178.91
2024-05-05,Night,Subscription,Email,Bread,New,39.46,2,103.48
2024-08-04,Morning,Service,In-store,Dress,Returning,16.09,4,311.49
2024-07-19,Afternoon,Product,Email,Haircut,New,6.5,4,267.97
2024-06-25,Afternoon,Service,Google,Bread,Returning,78.7,1,267.66
2024-11-08,Evening,Product,Instagram,Plumbing,New,38.26,0,348.57
2024-12-27,Morning,Product,In-store,Bread,Returning,41,5,197.42
2024-07-01,Night,Product,In-store,Coffee,New,13.81,2,189.42
2024-07-30,Evening,Subscription,Instagram,Dress,Returning,54.13,4,25.08
2025-01-01,Evening,Subscription,In-store,Bread,New,2.01,5,58.52
2024-05-03,Evening,Product,Email,Dress,Returning,19.98,5,225.13
2025-03-10,Evening,Service,Google,Haircut,Returning,29.31,5,84.49
2024-08-15,Morning,Product,Google,Coffee,New,87.38,2,207.35
2025-03-26,Afternoon,Product,Google,Plumbing,Returning,56.49,5,389.27
2024-08-11,Evening,Subscription,Google,Coffee,New,19.19,3,442.42
2024-10-18,Afternoon,Product,Instagram,Dress,New,91.06,0,347.57
2024-07-11,Morning,Service,In-store,Coffee,New,68.2,1,480.05
2025-01-26,Morning,Service,Google,Coffee,Returning,89.18,5,386.29
2024-10-05,Afternoon,Product,Email,Coffee,Returning,30.03,1,197.47
2024-08-13,Night,Service,Instagram,Plumbing,New,93.24,3,106.31
2025-03-02,Evening,Product,Google,Coffee,Returning,34.33,4,393.34
2025-01-05,Night,Subscription,Google,Plumbing,New,58.61,5,200.69
2025-02-02,Morning,Service,Instagram,Plumbing,Returning,81.55,5,194.56
2024-06-30,Evening,Service,Instagram,Haircut,Returning,4.42,3,211.21
2025-03-19,Night,Service,In-store,Plumbing,New,37.03,2,104.07
2024-12-14,Afternoon,Product,Google,Bread,New,51.13,0,128.08
2025-03-14,Afternoon,Service,Instagram,Plumbing,Returning,27.98,4,401.35
2025-02-27,Night,Product,Google,Haircut,Returning,80.11,5,97.14
2025-03-02,Night,Subscription,Instagram,Coffee,New,91.55,0,342.37
2024-08-18,Evening,Product,In-store,Dress,Returning,93.19,4,307.48
2024-10-24,Morning,Subscription,Email,Dress,Returning,70.6,0,439.95
2025-02-27,Night,Product,Google,Bread,Returning,81.45,3,450.5
2024-12-06,Night,Subscription,Email,Bread,Returning,77.14,3,472.4
2024-08-30,Evening,Subscription,Email,Plumbing,New,7.94,0,30.05
2024-06-07,Afternoon,Product,Email,Coffee,Returning,74.45,1,367.52
2025-03-09,Night,Product,In-store,Haircut,Returning,70.92,2,297.7
2025-04-16,Evening,Product,Email,Coffee,Returning,60.99,0,230.39
2025-04-21,Afternoon,Service,Instagram,Dress,New,17.26,3,210.82
2024-08-18,Afternoon,Subscription,Instagram,Coffee,Returning,2.38,4,326.97
2025-02-01,Night,Service,Email,Bread,Returning,13.77,3,99.72
2025-03-31,Evening,Subscription,Email,Plumbing,New,72.5,1,245.09
2024-10-08,Night,Service,In-store,Haircut,Returning,99.56,1,387.35
2024-05-31,Night,Subscription,In-store,Bread,Returning,66.44,2,350.85
2024-06-01,Afternoon,Subscription,Instagram,Haircut,Returning,73.98,1,142.46
2024-08-10,Morning,Product,Email,Haircut,Returning,36.82,0,42.72
2024-07-07,Evening,Service,Google,Bread,Returning,81.16,4,366.39
2025-04-23,Afternoon,Service,In-store,Dress,New,53.76,0,413.05
2024-07-19,Afternoon,Subscription,Email,Bread,New,11.95,2,125.5
2025-03-20,Morning,Subscription,In-store,Plumbing,Returning,35.63,2,370.26
2024-08-22,Evening,Product,Google,Coffee,New,48.73,5,497.39
2024-07-03,Afternoon,Product,Instagram,Dress,Returning,33.33,4,55.54
2025-04-21,Afternoon,Service,Email,Haircut,Returning,17.01,0,354.11
2024-08-10,Afternoon,Subscription,Google,Haircut,Returning,94.14,4,345.54
2024-05-25,Afternoon,Service,In-store,Plumbing,New,95.02,4,86.7
2025-01-23,Night,Service,Email,Dress,Returning,38.97,5,497.98
2024-12-18,Night,Subscription,Instagram,Haircut,New,76.69,1,152.65
2024-06-14,Morning,Subscription,Google,Haircut,Returning,44.54,3,22.89
2025-04-14,Afternoon,Product,Instagram,Coffee,New,92.71,5,134.34
2025-01-16,Afternoon,Service,Google,Dress,Returning,54.81,2,132.26
2024-09-01,Night,Subscription,In-store,Dress,Returning,24.88,1,399.02
2024-05-17,Afternoon,Subscription,In-store,Dress,New,36.38,3,64.93
2025-01-07,Afternoon,Subscription,In-store,Bread,Returning,68.94,4,63.76
2025-01-18,Night,Service,Email,Plumbing,New,54,0,199.72
2025-03-26,Evening,Service,Instagram,Bread,New,51.97,5,68.3
2024-10-17,Afternoon,Service,Instagram,Bread,New,86.99,2,284.06
2024-05-27,Night,Product,In-store,Plumbing,New,31.87,3,225.69
2024-06-02,Evening,Product,In-store,Haircut,Returning,36.53,0,159.23
2024-06-23,Afternoon,Service,Instagram,Plumbing,New,40.87,3,98.12
2024-11-08,Morning,Subscription,Google,Coffee,New,69.73,4,232.68
2025-03-04,Evening,Subscription,Google,Plumbing,New,85.61,0,213.68
2025-04-09,Afternoon,Service,In-store,Coffee,New,90.72,3,186.65
2024-07-17,Morning,Service,Google,Bread,New,34.82,5,106.87
2025-04-06,Evening,Subscription,Google,Dress,New,46.31,1,89.34
2024-08-16,Afternoon,Subscription,Instagram,Bread,Returning,96.29,4,298.17
2025-01-08,Night,Service,In-store,Coffee,New,15.62,4,270.59
2025-02-12,Morning,Subscription,Google,Plumbing,Returning,45.71,0,435.42
2024-09-04,Morning,Service,Instagram,Bread,Returning,88.87,1,53.42
2025-02-08,Evening,Service,Email,Dress,Returning,85.46,4,39.83
2024-11-16,Afternoon,Service,Email,Bread,Returning,83.5,3,144.79
2025-04-21,Afternoon,Product,Google,Plumbing,New,35.65,0,153.01
2025-03-20,Night,Subscription,Google,Dress,Returning,46.56,5,146.17
2024-12-09,Morning,Product,In-store,Coffee,Returning,79,2,322.19
2025-02-08,Evening,Product,Email,Bread,New,10.39,2,112.15
2024-05-06,Night,Subscription,In-store,Haircut,New,38.74,1,260.88
2024-09-23,Night,Subscription,Instagram,Haircut,Returning,28.29,0,62.82
2024-06-14,Morning,Subscription,Instagram,Coffee,Returning,3.95,3,143.32
2024-10-01,Morning,Service,Google,Coffee,New,60.56,2,229.26
2024-12-14,Evening,Service,In-store,Dress,New,70.29,4,225.8
2024-05-17,Afternoon,Product,In-store,Plumbing,New,1.28,0,458.91
2024-05-04,Afternoon,Product,Email,Plumbing,New,68.74,2,140.39
2024-05-30,Afternoon,Product,Instagram,Coffee,New,62.3,5,374.4
2024-08-28,Morning,Subscription,Google,Bread,Returning,18.14,3,309.08
2024-05-20,Night,Service,Email,Dress,Returning,70.33,1,415.52
2025-03-02,Morning,Service,Google,Dress,New,72.73,3,261.54
2024-11-08,Afternoon,Subscription,Instagram,Bread,New,88.05,0,96.37
2024-08-24,Afternoon,Product,Email,Coffee,Returning,81.31,2,293.77
2025-02-12,Night,Subscription,Instagram,Bread,Returning,35.76,1,392.59
2024-08-15,Evening,Service,Email,Bread,Returning,50.61,5,248.68
2024-11-15,Afternoon,Subscription,Instagram,Plumbing,New,35.48,3,182.32
2024-09-08,Evening,Product,In-store,Plumbing,Returning,19.76,1,72.15
2024-06-23,Night,Subscription,Email,Dress,New,73.13,0,70.31
2024-07-22,Evening,Subscription,Google,Dress,New,53.59,1,90.58
2024-06-10,Afternoon,Product,Google,Coffee,Returning,88.91,5,296.65
2024-10-17,Morning,Product,Instagram,Dress,Returning,31.17,5,334.08
2024-10-30,Afternoon,Service,In-store,Dress,New,92.36,5,129.31
2024-12-25,Morning,Subscription,Instagram,Coffee,New,32.83,4,435.25
2024-11-05,Night,Product,Google,Bread,New,20.31,2,197.68
2024-12-01,Night,Product,Email,Bread,Returning,59.74,1,420.93
2024-12-20,Afternoon,Product,In-store,Haircut,New,42.55,4,461.22
2024-12-13,Night,Product,Email,Coffee,New,46.69,1,494.16
2025-03-27,Afternoon,Service,Instagram,Haircut,New,57.66,4,115.35
2025-02-02,Evening,Product,Instagram,Dress,New,20.44,0,244.21
2024-07-05,Evening,Subscription,In-store,Plumbing,New,92.22,5,396.84
2025-02-15,Morning,Subscription,In-store,Bread,New,9.34,2,21.35
